,teks,sentimen
506,dibilangin ulang bangun bangkit bahan bakar sampah pulau reklamasi lebih efektif lebih manfaat sekaligus solusi limbah sampah puluh tahun depan manfaat nikmat seluruh rakyat banyak bukan orang kaya mampu beli,2
478,jujur sangat bahaya buat guna jalan kaki kadang mau belok hampir ktabrak karna kendara listik suara,2
356,bawah jt rakyat kelas tengah bawah beli atas aneh rakyat butuh kerja punya hasil baru beli,0
140,kota besar macet pake ev daerah jarang macet bisa ev harga mahal ev ev jt sangat layak model paksa sangat layak keluar kota,0
255,koruptor hukum mati juta beli,1
1329,harga mahal harga mahal daya rata rumah indonesia kecil charge susah lama butuh jam an,0
257,nunggu usia taun baru brani beli sekarang sama kyk beli karung,0
159,subsidi tepat kena orang duit kena orang miskin butuh duit usah niru negara maju negara barat banyak mampu beli,0
475,bikin bensin langka ser tar laku,0
1333,btuh waktu semua,0
161,bikin kelas avanza expander harga sama jtan banyak alih besar airev harga an banyak tarik,2
686,tar ngumpulin buat dp nunggu lunas dulu,2
1118,wahai jabat beri contoh rakyat melek pakai sepeda ontel,0
1414,perlu subsidi didik butuh didik bukan butuh sehat subsidi bukan masyarakt kecil bawah garis mikin blm punya angan angan beli,0
407,tempat charger banyak spbu mungkin banyak beli,0
269,salah satu mahal,0
309,gimana mau kembang pln pake token,2
0,saran sih bikin harga ionic sama kayak brio insya alloh laris manis,2
265,nmbah macet mahal,2
80,tesla malaysia launching bilang tak laku benar makin banyak malaysia singapore,1
780,mau laku diskon harga air ev jd jtan laku deh klw jangan cuma diskon ppn pajak lain klw nol spy harga mirip harga china sana,0
148,mau murah dipake mudik buat apa sampe taun kuda bakal ngalahin lcgc bensin kasi solusi dulu,0
462,ogah pake kyk main,0
1190,anda pakai kendara trus gimana masyarakat kecil mampauh tinggal dalam punya apa jamin,0
445,penting bukan woi lapang kerja warga negara lebih penting,2
1011,turun harga sembako rakyat indonesia ingin lapang kerja bukan subsidi,2
90,si joko setijowarno ngawur bilang kendara pribadi larang lewat maksud operasi x bilang tinggal batu bara polusi sangat tinggi tuju sih apa sadar guna isi daya kendara bagi besar pasok pltu bahan bakar batu bara ni bisik perintah sengsara rakyat laku udh jangan paksa rakyat beli padahal sadar china negara maju butuh waktu tahun terap sampe sekarang jg blm sepenuh jalan bahkan banyak lihat tadi ngebet beli padan batrenya rusak udh taruh gitu karna batrenya mahal,0
899,wajar inovasi ubah fase paling susah terima ubah tsb iring waktu terima sendiri iring kembang sarana prasarana policy,2
658,tahun depan mungkin baru mulai laku,1
1154,diskon dong,2
1340,terlalu mahal unit lucu kuno,0
1193,perintah lembaga perintah suruh pakai dulu masyarakat ikut jangan suruh pakai mau pakai,0
1309,charging station ev bnyak sharusnya produksi kndraan dg sumber energi hawa busuk mulut koruptor stok koruptor wakanda bnyak sedia limpah pusat smpai pelosok daerah pmilik kndaraan mau cari congor koruptor makin gampang sbagian iklan pakai baju oren ketawa ketiwi,2
1083,rakyat rasa sapi perah jabat gap korupsi trus tiap tahun mau klean ngomong pajak pajak kantung klean dsar anak anj,0
122,inti charging station super fast charging bayang semua alih ev pas mudik bakal kek apa rest area charging station macet karuan,0
1400,dengar jujur aneh sih wong bangkit jawa bal pluit pake batu bara,2
1392,ironi subsidi perintah barang beli harga subsidi beri alas barang susah harga upping mau,2
716,cenderung paksa bgmn rakyat pikir alih kendara wong subsidi harga mahal jarak tempuh jauh bbm daya angkut batas biaya servis mahal msh blm banyak bengkel luar resmi mampu servis blm pasang charger port sesuai daya rumah dibwh jt include pasang charger port mungkin masyarakat alih dg segera,2
653,mahal sesuai ingin rakyat,2
913,cepat isi tempat isi bnyak bnyak mau,0
1151,hp batrenya awet soak baru ubah semua kendara bensin rumah kendara,0
135,tahun negara duit makan tikus terus rakyat mana mampu beli usah kecepetan sah dulu hukum mati buat jabat korupsi situ rakyat mau kok bangun negara sendiri sekarang ogah ngasih makan tikus,0
1350,perhati nasib tani,1
796,moga masyarakat indonesia banyak rejekinya mudah beli erti baik buruk coba,2
1511,untung pabrik,2
471,banyak malah mesin hidrogen lawan berat ev,0
111,mungkin dg serentak perintah guna kendara spy masyarakat contoh,2
1087,lama harga bensin jangkau jangan harap laku,0
862,bijak terlalu jawasentris sedia infrastruktur dukung luar jawa sangat minim sebab duduk luar jawa minim bahkan hampir tarik milik kendara harap infrastruktur dukung dulu banyak baru warga ragu alih ev,0
692,kadang bingung mang ev sangat ngaruh buat rangin emisi karbon panas global kok solusi wajib sangat dukung mayoritas orang pake ev otomatis minta meninggkat sedang mayoritas bangkit bahan batu bara bukan jadi sama,2
950,tarif mahal ajaib naik mending bikin harga murah aktivitas ekonomi gulir pabrik buka lapang kerja buka rakyat susah,2
1327,tambang nikel harga tetap mahal,2
87,design bajaj,1
615,atas jalan tiap tahun ubah jadi kayak sungai kering,0
855,kepingin kendara laku jual kendara kurang lebih sama kendaran non banyak stasiun stasiun tukar baterai paham,0
728,harga mahal ngecasnya kualitas jamin jalan berapa lama apa mogok jalan,0
436,jelas tambah macet mana,2
162,mau banyak beli minimal stasiun charging udh sama kayak pom bensin waktu ngecas udh mnt sampe jam walaupun subsidi ama pajak setandar tetap beli fasilitas efisiensi tara bensin,0
1220,lebih baik kembang teknologi hybrid,2
869,wong rakyat cari kerja susah jual susah kok laku benerin duru uang rakyat apa apa laku contoh china,0
948,kasih subsidi mending banyak fast charger sebenernya orang mikir charger,0
1034,minat masa pakai batrai rendah gitu tahun turun forma tahn tahun pasti siap ganti batrai ganti bensin tahun harga batrai harga bensin,2
883,sebenernya si bukan laku hubung harga relatif mahal sama karna nyaman pake kendara konvensional alam nyupirin bos pake depok sudirman asli nyaman banget bilang irit batrenya,2
583,harus lebih bagus subsidi bbm nikmat ekonomi bawah bukan subsidi malah orang kaya jatuh,0
1232,tapa murah dng ekonomi skr bkn mau tk kuat beli beli mampu tengah atas,1
2,baik kualitas kembang dulu baik kualitas motor motor pabrikan jepang,2
1319,tinggal konvensional dikenain pajak lebih kurang pajak se simple loh,0
1424,padahal mjelang lebaran laris manis cuma pngisian daya charger batre siap apa,0
443,siapa sih pidato ngomongnya putar putar,0
537,subsidi masyarakat tengah atas sanggup beli adil,1
1252,harga sm bbm splu byk,2
240,pribadi beli ev mikir sb harga relatif lebih tinggi drpd biasa isi daya pergi cepat mudah biasa model batas indonesia bahkan masuk spt honda e halang regulasi diupdate tempat servis batas semua bengkel erti ev ganti batre kata sangat mahal biasa bbm jauh lebih familiar banding ev mungkin bakal alih ev hingga tahun terima baik masyarakat purna jual lebih matang,0
590,buat sih motor mahal mau subsidi mahal tambah charging stationnya sedikit pake rumah kurang daya mau nambah daya repot tambah tahun depan mau pilpres dpt calon suka ganti bijak lama ntar beda ngomongannya mending pake dulu wait and se,2
218,turut bukan kurang tahu masyarakat hitung kurang asumsi jalan km per tahun km per hari asumsi harga wuling air ev juta estimasi umur baterai tahun layak pakai x isi kwh x rb rb km tahun tahun juta estimasi harga baterai wuling tahun juta vs asumsi ice wuling confero juta bensin km liter x rb tahun juta tahun juta catat harga bensin top up ratio kmpl toleransi atas counter harga baterai anggap masuk akal asumsi atas beli lebih hemat juta per tahun capai bep butuh waktu tahun baru kata lebih hemat ice catat tidak tahu resiko ev new tech sulit pergi jarak jauh luar kota ukur lebih kecil baterai bekas apa turun efisiensi baterai sangat wajar masyarakat enggan migrasi,0
695,coba wajib dulu seluruh karyawan pln guna tengok gimana respon orang,2
5,harga motor mahal masa harga mirip motor beat kualitas bagai langit bumi,2
971,ning kendara kendara umum bus angkot,1
383,generasi esmk baru he,0
370,dapat harga mahal batre kurang tahan tempat cas kota besar produksi bentuk sedan mau buat toyota innova,2
0,harga mahal rusak buang aja,1
1,"Mahal, buang jika rusak",1
3,harganya masih belum terjangkau,1
4,Harganya masih belum terjangkau,1
6,Larangan Regane bro,1
7,saudara banreganeh,1
8,larangan memarahi saudara,1
9,luar negeri jual di indonesia jual,1
10,Indonesia laris manis di luar negeri,1
12,"Buruan masuk segmen motor kalau mau subsidi angkutan masal, bajaj, angkot, taksi, grab, gojek, jenis bus belum perlu subsidi",1
13,"Kalau mau subsidi angkutan umum, jenis Bajay, Angkot, Taxi, Grab, Gojek, bus belum perlu subsidi.",1
14,"Kalau mau subsidi transportasi massal, jenis Bajay, Angkot, Taxi, Grab, Gojek, bus belum perlu subsidi.",1
15,bicara omong kosong,1
16,Bersumpah,1
17,mengatakan kata-kata kotor,1
18,mengintensifkan transportasi umum,1
19,transportasi umum yang intensif,1
21,masalah harga LCGC perlu sebut subsidi tolong bisikkan order ke produsen kendaraan,1
22,"Subsidi perlu disebutkan ketika mempublikasikan harga LCGC, dan OEM diminta untuk melakukan pemesanan secara diam-diam",1
23,"Saat mempublikasikan harga LCGC, Anda harus menyebutkan subsidi, membisikkan pesanan dari produsen kendaraan",1
24,subsidi untuk transportasi umum,1
25,Subsidi angkutan umum,1
26,subsidi angkutan umum,1
27,"dekarbonisasi, tapi malah membangun PLTU",1
28,Dekarbonisasi dan bahkan membangun pembangkit listrik,1
29,"dekarbonisasi, termasuk pembangunan pembangkit listrik",1
30,dimana banyak sekali taruhan Wuliing yang sering terkena jalan raya,1
31,Ada banyak Wuling di luar sana yang bertaruh bahwa mereka selalu terekspos di jalan,1
32,dimana banyak terdapat patok Wuliing yang sering terekspos ke jalan raya,1
33,tidak ingin membeli,1
34,Tidak mau membeli,1
35,Saya tidak ingin membelinya,1
36,tempat tambah uang tunai,1
37,Dimana Chas menambahkan,1
38,di mana cha ditambahkan,1
39,"Itulah mengapa subsidi M seperti pegawai negeri sipil, kan?",1
40,Makanya subsidi M ibarat PNS,1
42,sepeda motor dulu,1
43,Sepeda motor diutamakan,1
44,sepeda motor terlebih dahulu,1
45,insentif yang tepat,1
46,Insentif yang tepat,1
47,insentif yang benar,1
48,"Kalau mau laku keras, tutup saja semua SPBU, misalnya di Jakarta, jalanan Jakarta yang pakai kendaraan bahan bakar minyak otomatis laku keras.",1
49,"Kalau mau laris, tutup semua SPBU, seperti di Jakarta. Kendaraan yang menggunakan bahan bakar di jalan Jakarta otomatis laris.",1
50,"Kalau mau laris manis, tutup semua SPBU; Misalnya saja di Jakarta, jalanan Jakarta yang menggunakan bahan bakar minyak otomatis laris manis.",1
52,Mau Innova HR dan Fortuner,1
53,Saya mau innova hr v Fortuner,1
54,Merek Tamiya dulu laris manis,1
55,Saya dulu menjual merek Tamiya.,1
56,Dulu saya jual merk Tamiya.,1
57,jt brio ev banyak beli jt bentuknya kayak karimun gak mau,1
58,jt brio ev membeli banyak jt kaya bentuk karimun dengan enggan,1
59,jt brio ev beli banyak jt kaya bentuk karimun enggan,1
60,masyarakat di rumah hanya membeli boiler atau meteran subsidi untuk subsidi transportasi umum,1
61,Rumah tangga hanya membeli boiler atau menggunakan subsidi bus untuk mensubsidi meteran listrik.,1
62,Pemilik rumah hanya membeli boiler atau menggunakan meteran subsidi kendaraan umum,1
63,mengenal produk baru banyak tantangannya,1
64,Mempelajari produk baru merupakan tantangan besar,1
65,Mempelajari produk baru merupakan tantangan besar.,1
66,"Tolong, transportasi umum pribadi adalah perbedaan antara naik kendaraan umum dan naik kendaraan umum.",1
67,Harap perhatikan perbedaan antara angkutan umum pribadi dan jalan raya,1
68,Silakan angkutan umum pribadi jadi pembeda lewat jalan raya,1
69,malas banget ngeliat muka muldx,1
70,Aku sungguh malas melihat wajah Muldx,1
71,Aku terlalu malas untuk melihat wajah Muldx.,1
72,infrastruktur kendaraan dibangun sampai ke jalan desa kendara raja,1
73,Pembangunan infrastruktur kendaraan di desa Jalan Khandalaraja,1
74,infrastruktur kendaraan dibangun hingga desa jalan kendara raja,1
75,kenapa itu penjualan,1
76,Kenapa kamu masih menjualnya?,1
77,Mengapa kamu menjual?,1
78,sangat bersemangat,1
79,sangat gila,1
80,itu gila,1
81,berkemah listrik,1
82,tenda listrik,1
83,toko listrik,1
84,"subsidi transparan dan informasi periklanan melalui media sosial, subsidi kendaraan kepada masyarakat",1
85,Memberikan subsidi kendaraan kepada masyarakat melalui informasi subsidi dan periklanan yang transparan melalui media sosial,1
86,"Transparansi subsidi dan informasi periklanan melalui jejaring sosial, subsidi kendaraan kepada masyarakat.",1
87,baterai mahalnya rusak,1
88,Baterai mahal rusak,1
89,baterai mahal rusak,1
90,mengapa orang ingin dipaksa menjadi bodoh?,1
91,Masyarakat ingin memaksa orang menjadi bodoh,1
92,Masyarakat ingin memaksa orang menjadi bodoh.,1
93,hentikan produksi sepeda motor berbahan bakar bensin konvensional jual sepeda motor,1
94,Berhenti memproduksi sepeda motor berbahan bakar bensin tradisional dan menjual sepeda motor,1
95,Hentikan produksi sepeda motor berbahan bakar bensin konvensional dan jual sepeda motor.,1
96,"Memang tidak murah untuk charge, tapi kalau ke CB Ciwidey, trus ke Pantai Banten, pikirin motornya Jaya, Sel Kayaj viar DK mana?",1
97,"Charge memang tidak murah, tapi ada baiknya tetap ke Cb BW Ciwidey, lalu jalan kaki menuju Pantai Banten, saya jadi kepikiran sepeda Jaya, Sel Kayaj viar DK dimana?",1
98,"Memang tidak murah untuk tarifnya, tapi ada baiknya ke Cb BW Ciwidey, lalu ke Pantai Banten, saya kepikiran sepeda Jaya, Sel Kayaj viar DK dimana?",1
99,dimana orang bertanya,1
100,Dimana masyarakat bertanya?,1
102,"banyak anggaran subsidi yang tidak jelas akuntabilitasnya, tambah lagi dengan proyek subsidi, permasalahannya anggaran subsidi aman, akuntabilitasnya",1
103,"Banyak anggaran subsidi yang tidak memiliki sistem akuntabilitas yang jelas, dan dengan adanya program subsidi, memastikan akuntabilitas subsidi juga merupakan suatu permasalahan.",1
104,"Banyak anggaran subsidi yang tidak memiliki akuntabilitas yang jelas dan, selain proyek subsidi, terdapat masalah dalam memastikan akuntabilitas subsidi.",1
105,Jokowi agak bodoh pakai subsidi,1
106,Penggunaan subsidi oleh Jokowi agak bodoh,1
107,Jokowi agak bodoh menggunakan subsidi,1
108,negara bergabung dengan bisnis,1
109,Negara bergabung dengan perusahaan,1
110,negara bergabung dengan bisnis tersebut,1
111,Silakan bertanya terlebih dahulu tentang transportasi umum,1
112,Silakan bertanya tentang transportasi umum terlebih dahulu,1
113,Silakan bertanya tentang transportasi umum terlebih dahulu.,1
114,negara maju malaysia tidak menjual konoha negara membayar banyak tunggakan,1
115,"Negara maju Malaysia tidak akan menjual, negara Konoha berhutang",1
116,"Negara maju Malaysia tidak jual, negara Konoha default",1
117,apa diesel top squid land hahahaha,1
118,Diesel terbaik untuk cumi darat apa hahahaha,1
119,Apa solar cumi darat yang paling atas hahahaha,1
120,jangan membuatnya sama atau tidak sama dengan mengemudi dengan bahan bakar,1
121,Jangan membuatnya sama atau berbeda dengan mengemudi dengan bahan bakar,1
122,Jangan sampai sama atau tidak sama dengan berkendara dengan bahan bakar.,1
123,baru punya sepeda berumur satu tahun,1
124,Saya hanya punya satu sepeda tahun ini,1
125,Saya hanya punya satu sepeda tahun ini.,1
126,orang pintar saja dan pasarnya di jalan x tapi bagaimana kota bisa mengisi waktu bro nih harga bahan bakar naik,1
127,"Hanya orang pintar saja, pasarnya ada di jalan x tapi bagaimana kota ini bisa mengejar waktu gan Nih harga BBM naik",1
128,"Hanya orang-orang pintar dan pasarnya yang ada di jalan X, tapi bagaimana kota bisa mengisi waktu, saudara, dan harga bahan bakar juga tidak naik?",1
130,Subsidi yang besar,1
131,kaya akan subsidi,1
132,berharap hari makan yang sejahtera,1
133,Semoga hari makannya menyenangkan,1
134,berharap untuk hari pemberian makan yang sejahtera,1
135,"subsidi menaikkan suku bunga kredit, lebih baik orang yang sama saja yang berpura-pura, lebih baik berpura-pura",1
136,"Subsidi bikin bunga kredit naik, jadi lebih baik siswa SMA bersikap bodoh",1
137,"Subsidi menyebabkan suku bunga pinjaman naik, jadi sebaiknya siswa SMA bodoh, itu lebih baik bagi mereka.",1
138,Sektor subsidi sebenarnya adalah situs subsidi,1
139,Sektor subsidi sebenarnya adalah wilayah subsidi,1
140,Sektor subsidi sebenarnya adalah situs subsidi.,1
141,bukan dari hilir nikel semakin cepat eropa memberikan larangan nikel,1
142,"Bukan dari hilirisasi nikel, semakin cepat Eropa melarang nikel",1
143,"Bukan nikel, begitu Eropa melarangnya",1
144,Ikon produk rezim Jukong justru memberatkan rakyat,1
145,Produk rezim Ju Kong akhirnya menjadi beban rakyat,1
146,Produk rezim Jukong akhirnya menjadi beban rakyat,1
147,Orang Indonesia butuh pekerjaan,1
148,Masyarakat Indonesia memerlukan lapangan pekerjaan,1
152,menganugerahkan,1
153,lama waktu pengisian daya baterai keluhan,1
154,"Keluhan baterai lama diisi, berlangsung satu jam",1
155,Baterainya lama sekali untuk diisi dan tahan satu jam untuk mengeluh,1
156,masyarakat membutuhkan transportasi pribadi yang baik tersedia lebih nyaman hongkong singapura,1
157,Masyarakat membutuhkan transportasi pribadi yang baik dan lebih nyaman dibandingkan Hong Kong dan Singapura,1
158,Masyarakat membutuhkan transportasi pribadi yang baik dan lebih nyaman dibandingkan Hong Kong atau Singapura.,1
159,"buka usaha, punya modal pokok, maju terus, masyarakat indonesia rasakan dampak ekonomi semangat maju indonesia",1
160,"Memulai usaha, mempunyai uang pokok dan terus maju, masyarakat Indonesia merasakan dampak dari semangat progresif Indonesia terhadap perekonomian",1
161,"Buka usaha, punya uang pokok, maju, masyarakat Indonesia merasakan dampak ekonomi dari semangat kemajuan Indonesia",1
164,jane yo tuku gawe madang wae heh keponthal ponthal kx,1
165,miskin tapi mahal makanya aku gak beli jutaan,1
166,"Miskin dan mahal, makanya tidak beli jutaan",1
167,"Miskin dan mahal, makanya tidak beli sejuta",1
168,mahalnya membeli golonvan untuk orang kelas menengah,1
169,Mahalnya kelas menengah untuk membeli golonvan,1
170,Membeli golonvan bagi masyarakat kelas menengah sangatlah mahal,1
171,"Masuk Honda E, Harga di Bawah JT, Mobil Laris Manis",1
172,"Honda E masuk pasar dengan potongan harga, penjualan mobil JT membludak",1
173,"Masuk Honda E dengan harga lebih murah, JT Auto laris manis",1
174,penggunaan batubara,1
175,menggunakan batu bara,1
176,menggunakan arang,1
177,Orang gunung bingung dalam memakai,1
178,Orang gunung bingung,1
179,Orang gunung kebingungan,1
180,"Lebih baik subsidi angkutan umum daripada membangun angkutan umum, malah bikin macet",1
181,"Sebaiknya angkutan umum disubsidi, dibangun angkutan umum, dan dibuat kemacetan lalu lintas",1
182,Sebaiknya angkutan umum disubsidi dan dibangun angkutan umum untuk menimbulkan kemacetan.,1
183,Mohon pertimbangkan subsidi peralatan pertanian,1
184,Harap pertimbangkan subsidi peralatan pertanian,1
185,Harap pertimbangkan subsidi untuk peralatan pertanian.,1
186,Saya pikir Esemka tidak tahu bahasa Mandarin,1
187,Saya kira Esemka tidak mengerti bahasa Mandarin,1
188,Saya pikir Esemka tidak tahu bahasa Mandarin.,1
189,"Suku Asmat Papua rela modifikasi motornya jika melakukan kesalahan, biayanya lebih murah",1
190,Pria Asmat Papua rela mengubah sepeda motor menjadi lebih murah jika ada kesalahan,1
191,Masyarakat Asmat Papua jika melakukan kesalahan rela memodifikasi sepeda motornya dengan harga lebih murah.,1
192,wacana dengan esemka,1
193,Bicaralah dengan Esemka,1
194,Diskusi dengan Esemka.,1
195,"Terasa lemah, cuma masalah charging, bingung waktu ngecharge, wah ditengah jalan udah mendingan nih",1
196,"Terasa lemas, ada masalah charge, bingung saat charge, wah, sudah membaik di tengah jalan.",1
197,"Merasa lemas hanya masalah charge saja, bingung saat mengisi daya, wah setengah jalan, mendingan",1
198,"Misalnya harga jt mahal banget, terus akinya rusak, jadi beli baru yang harganya sejutaan",1
199,"Misal harga JT lumayan mahal, lalu baterainya rusak, jadi saya beli baru seharga satu jutaan.",1
200,"Misal harga satu jt lumayan mahal, lalu akinya rusak, makanya beli baru seharga jutaan.",1
201,konversi motor tua,1
202,Modifikasi sepeda motor tua,1
203,konversi sepeda motor umur satu tahun,1
204,biofuel hidrofuel adalah solusinya,1
205,Biofuel Hidrogen adalah solusinya,1
206,Bahan bakar hidro adalah solusinya.,1
207,"Faktor pertama adalah harga terminal pengisian ulang, kemudian perawatan kendaraannya pun minim",1
208,Faktor pertama adalah harga SPBU dan kemudian perawatan kendaraan yang minim,1
209,"Faktor pertama adalah harga terminal pengisian daya, sehingga perawatan kendaraan minim.",1
210,mengatur lingkaran,1
211,atur lambang,1
212,set peluru,1
213,stasiun pengisian daya dimsna,1
214,Stasiun Pengisian Dimsna,1
215,stasiun pengisian dimsna,1
216,pengisi daya baru menit km keren,1
217,Pengisi Daya Kilometer Menit Baru Jos,1
218,charger jos km menit baru,1
219,regone dara e ki lo,1
220,Regon Drive Ekilo,1
221,kembali mengemudi dan ki lo,1
222,"beneran mau punya EV, orderan mulai dari yang korupsinya paling banyak dan turunnya sering, mark up nota bensin, orderan makin sedikit, hasilnya otomatis terbayar, bayar PLN negara, ayo, tunjukkan keseriusan orderan, ajak masyarakat ganti EV, harus order dulu, ganti semua kendaraan dinas plat merah di seluruh negeri, berbahan bakar Kitin Aza. Kedepannya infrastruktur seperti SPKLU akan semakin banyak di seluruh negeri, otomatis negara akan berusaha menambah jumlah SPKLU, ajak keluarga berpergian menggunakan jasa EV, ayo, gassken",1
223,"Tujuan sebenarnya punya mobil listrik, pesanan mulai dari yang paling korup dan sering jatuh, tandai tagihan gas, pesanannya berkurang, hasilnya otomatis terbayar, bayar PLN nasional, ayo tunjukkan yang pesan Serius, ajak masyarakat ganti mobil listrik yang wajib pesan dulu, ganti semua kendaraan dinas pelat merah di seluruh tanah air yang diusung Kitin Aza. Di masa depan, infrastruktur seperti SPKLU akan ditingkatkan di seluruh negeri, dan secara otomatis negara akan berupaya untuk meningkatkannya. Banyaknya SPKLU yang mengajak keluarga berwisata dengan layanan mobil listrik, ayo gassken",1
224,"Niat banget punya kendaraan listrik, orderan dimulai dari korupsi paling besar dan sering turun, cek tiket bensin, orderannya berkurang, hasilnya otomatis terbayar, bayar ke PLN negara, ayo tunjukkan pesanannya Serius, ajak masyarakat ganti EV harus pesan dulu, ganti semua kendaraan dinas plat merah nasional yang ditenagai Kitin Aza. Ke depan infrastruktur seperti SPKLU akan bertambah di seluruh tanah air, otomatis negara akan berusaha meningkatkannya. banyaknya SPKLU yang mengajak keluarga berwisata menggunakan jasa kendaraan listrik ayo gassken",1
225,sumber daya manusia yang mahal,1
226,Sendok sapras harganya mahal,1
227,sesendok sapras itu mahal,1
228,nona kok bisa hehe,1
229,"Nyonya, apa kabar?",1
230,"Bagaimana kabarmu, hehe?",1
231,"Apa logika kampanye dekarbonisasi, padahal output dominan PLTU itu polusi, memindahkan jalan utama di kawasan PLTU",1
232,"Apa logika gerakan dekarbonisasi padahal output utama pembangkit listrik adalah polusi, pemindahan jalan utama di kawasan pembangkit listrik",1
233,Apa logika kampanye dekarbonisasi padahal produk utama pembangkit listrik adalah polusi sehingga menggusur jalan utama di kawasan pembangkit listrik?,1
234,lihat realisasinya,1
235,Lihat implementasi,1
237,era sekarang sudah canggih,1
238,Waktunya sekarang sudah matang,1
239,jaman sekarang sudah canggih,1
240,Elon Musk vs. Raja Bisnis Global,1
241,Elon Musk dan raja bisnis global Wong,1
242,"Elon Musk versus Wong, raja bisnis global",1
243,silahkan menikmati sepeda motor berbahan bakar bensin,1
244,Silakan menikmati sepeda motor bensin,1
245,Silakan menikmati sepeda motor bensin.,1
246,subsidi yang ditargetkan,1
247,Subsidi yang ditargetkan,1
248,subsidi tertentu,1
249,Bingung dengan komando Indonesia anda pimpin rakyat Indonesia karyawan bisnis asing kenapa harus memberi subsidi produk bisnis asing lebih diutamakan yang dapat subsidi komando Indonesia produk bisnis lokal asli Indonesia bukan produk asing mampu beli orang kaya orang kaya punya banyak uang sejak bayi lalu kenapa orang kaya memberi subsidi subsidi relokasi menunjang hidup orang miskin lebih butuh subsidi dari orang kaya sekarang tanya negara asing mana yang memberi subsidi produk Indonesia menjual negara produk Indonesia bersaing dengan negara pasar produk jangan bodoh,1
250,"Saya bingung dengan tatanan Indonesia, Anda memimpin masyarakat Indonesia dan karyawan perusahaan asing. Mengapa harus mensubsidi produk perusahaan asing? Pesanan Indonesia mendapat prioritas mendapat subsidi, dan produk perusahaan lokal benar-benar produk Indonesia, bukan produk luar negeri. Orang kaya sudah mempunyai banyak uang sejak mereka masih muda, lalu mengapa orang kaya perlu memberikan subsidi hidup kepada kelompok kurang mampu lebih banyak daripada yang dibutuhkan orang kaya saat ini? Produk Indonesia laris manis. Daya saing produk Indonesia di pasar dalam negeri tidak kalah bagusnya",1
251,"Bingung dengan perintah Indonesia, Anda memimpin masyarakat Indonesia, karyawan perusahaan asing, mengapa Anda memberikan subsidi pada produk komersial luar negeri? Yang diprioritaskan adalah mendapatkan subsidi untuk pesanan Indonesia, produk komersial lokal yang merupakan produk asli Indonesia, bukan produk luar negeri. Mampukah mereka menjadi kaya? Orang kaya sudah punya banyak uang sejak bayi, lalu mengapa orang kaya memberikan subsidi relokasi? Untuk menyokong kehidupan masyarakat yang kurang beruntung, masyarakat kaya membutuhkan subsidi yang lebih besar dibandingkan dengan subsidi yang diberikan oleh negara-negara asing. Produk-produk Indonesia yang menjual produk-produk Indonesia daya saing produk-produk pasar Tanah Air tidaklah bodoh",1
252,subsidi aneh pribadi,1
253,Tunjangan ganjil pribadi,1
254,tunjangan pribadi yang aneh,1
255,omong kosong setengah mati,1
256,Mobil listrik semi-omong kosong,1
257,semi sial ev,1
258,terlalu mahal untuk dibeli orang,1
259,"Terlalu mahal, orang tidak mampu membelinya",1
261,darimana uang itu berasal,1
262,Dari mana uangnya?,1
263,darimana uangnya?,1
264,kredit anda saya senang menggunakannya untuk menambang,1
265,"Jika Anda mempercayai saya, saya ingin menggunakan penambangan",1
266,"Jika Anda memberi saya penghargaan, saya akan dengan senang hati menggunakan penambangan.",1
267,Lelucon jabat tangan Konoha,1
268,Dagur dari Konoha,1
269,Dagel Konoha,1
270,jt laris manis,1
273,"wacana media murah, banyak pembelian",1
274,Media yang membicarakan harga murah ramai membeli,1
275,wacana media tentang harga murah ramai dibeli,1
276,"Bagaimana dengan perintah sepihak agar warga bergerak menggunakan transportasi umum untuk mengatasi kemacetan? Lebih baik menggunakan transportasi umum, yang mana masyarakat menggunakan transportasi umum dan mengenakan biaya bulanan yang lebih tinggi?",1
277,Apa yang harus kita lakukan jika kita secara sepihak memerintahkan warga untuk bergerak dan menggunakan transportasi umum untuk mengatasi kemacetan lalu lintas? Siapa yang menggunakan transportasi umum dan dikenakan biaya bulanan lebih tinggi?,1
278,Bagaimana dengan perintah sepihak yang menggerakkan warga untuk menggunakan transportasi umum guna mengatasi kemacetan? Apakah lebih baik menggunakan angkutan umum dibandingkan masyarakat menggunakan angkutan umum dan mengenakan tarif bulanan yang lebih tinggi?,1
279,"suku cadang mahal untuk baterai yang rusak, mahal sekali, kok bisa mahal?",1
280,"Sparepart aki mahal rusak, kata mahal, masak mahal",1
281,"Sparepart aki mahal rusak, katanya mahal banget, masaknya mahal",1
282,iklan harus keras,1
283,Iklan harus bersuara keras,1
284,Pengumuman harus keras.,1
285,Cukup kuat untuk memanjat datar sehingga laku meskipun di jalan datar,1
286,"Cukup kuat untuk menapaki jalan datar, sehingga laris manis bahkan di jalan datar",1
287,"Kuat untuk menanjak di jalan datar, sehingga laris meskipun di jalan datar.",1
288,kendaraan angkutan umum yang baik,1
289,Lebih mudah untuk menggunakan transportasi umum,1
290,perjalanan yang baik untuk transportasi umum,1
291,"mengendarai ratusan juta kata itu murah tapi kok subsidinya lucu, subsidi untuk orang kaya terus menurun, bagaimana menurut Anda?",1
292,"Naik mobil murah banget kalau harganya ratusan juta, tapi kenapa subsidinya lucu sekali? Subsidi untuk orang kaya terus menurun, bagaimana menurut Anda?",1
